scenario,label,transaction_rate,byte_rate,free_heap,heap_delta,loop_avg_ms,loop_max_ms,loop_jitter_ms,wifi_rssi,avg_inter_arrival_ms,socket_errors
NORMAL_VARIABLE,0,1.903505566008958,281.1836086095034,265981,-407,0.5237349116439977,2.490614890470571,0.28066623622001075,-55,487.65219567875073,0
ANOMALY_BURST,1,13.230335257227091,1339.9546715567858,256151,-9171,1.1671208301804834,17.34286325568745,2.38756067639692,-55,87.07256861130166,0
ANOMALY_CONNECTION_STRESS,1,8.966793106713988,585.9990874930348,253532,-15261,2.8059275851673227,23.065666504791665,4.612760007286015,-66,69.46406352771542,7
NORMAL_VARIABLE,0,2.079565599250848,244.75319397176173,263910,-667,0.6028103564970161,2.0862968628543688,0.24170298911553356,-60,470.7499521021143,0
ANOMALY_BURST,1,18.659438490241083,1757.057793191986,258591,-14745,1.3772321311341928,14.846995211576576,2.581290836410986,-64,63.81689831924369,0
ANOMALY_BURST,1,13.414177846303202,1724.4647545061248,259580,-11384,1.2684735596663437,20.614098583438725,2.375759356306254,-62,58.60591947114312,0
NORMAL_VARIABLE,0,2.4875281081608906,223.46885342963657,266252,-335,0.4499834337697213,2.245845636053181,0.2692715443622093,-59,473.66753170096524,0
ANOMALY_COMBINED,1,16.472181577037695,1725.853949425979,239205,-27590,7.5683202046919344,27.91260809705927,5.004704867138313,-68,72.69748678185415,3
ANOMALY_HIGH_RATE,1,18.254792788205194,2266.796029242434,254482,-11387,1.900965500629423,11.468135427547512,1.9881776892178986,-63,64.6782782600898,1
ANOMALY_COMBINED,1,18.80202357516747,1871.951109902647,238711,-42353,8.389609105531724,39.393555103135455,4.5851170659895475,-64,54.98908234267406,3
NORMAL_IDLE,0,0.0526783442863381,12.216841067112274,268963,-8,0.14247364434623194,0.5686551588276556,0.052465633322447636,-56,5384.9505748350175,0
ANOMALY_HIGH_RATE,1,18.819197369634082,2080.960676300614,255537,-14765,1.4108005402347972,11.966595589621079,2.0905595044128034,-63,49.613601627604616,1
NORMAL_VARIABLE,0,2.2555921221689728,335.3390964955343,263986,-403,0.5658557533669932,2.4557243023783455,0.17043044128717771,-61,537.5471318928749,0
ANOMALY_COMPUTE,1,0.743442113461866,110.77626135207461,268684,-6,9.91554912998,20.9177885736177,4.222406626640786,-54,944.1246667967988,0
ANOMALY_CONNECTION_STRESS,1,11.202537078174636,680.5182468816485,249254,-17047,2.0054436876562973,28.197126588653553,4.881727199545207,-67,91.85941203350758,11
ANOMALY_COMBINED,1,13.739055559421812,1927.3813170965416,239571,-26224,7.259130720970723,24.388996607505955,5.85505088487137,-66,61.453900027926956,5
ANOMALY_HIGH_RATE,1,19.99312127350452,2384.994911139638,259035,-14511,1.989650231863859,10.697766944033482,1.8326043376711563,-57,53.039015221310464,0
NORMAL_PERIODIC,0,1.0739976851321333,131.54885357494157,266283,-171,0.3298526760816779,1.221961766636165,0.1660815216888383,-58,1172.3909989428514,0
NORMAL_VARIABLE,0,2.384247881132169,283.1922264393213,267077,-578,0.5084680412018039,1.9698570636606325,0.24582902269942375,-62,400.35172887519076,0
ANOMALY_CONNECTION_STRESS,1,11.133092955402443,530.0365663638684,255117,-22147,2.9074105327782,26.434762547401707,3.6616617137395893,-70,97.83698320130134,7
NORMAL_VARIABLE,0,2.26094450093542,223.42069583975274,264056,-397,0.4671552860514302,2.1074083814942726,0.27012447821977326,-56,498.529348469892,0
ANOMALY_COMBINED,1,17.88737490878996,1923.7429201338173,234333,-23870,8.070379589688107,23.633851853664005,4.544323406165333,-59,75.46450669165816,3
NORMAL_VARIABLE,0,2.3815171926781025,239.3295328957273,266210,-613,0.4699316178024393,2.619918225303451,0.1902627349925624,-58,448.674448572449,0
ANOMALY_COMPUTE,1,0.8627867822884441,81.69518965084036,264965,-28,9.19188373116808,24.46302282145788,4.057836480151281,-51,1369.498378066826,0
ANOMALY_BURST,1,16.149790046824663,1867.3133208232668,260090,-11737,1.2028683651941947,17.05118156357292,3.086280009562041,-63,86.08986110912022,0
NORMAL_VARIABLE,0,2.5431685468407053,254.56414733105171,269652,-442,0.4756044295927149,3.308990579974564,0.2272856903873748,-57,470.2022491774382,0
NORMAL_PERIODIC,0,1.0638186342677447,109.43405805191911,267904,-200,0.309457235878261,1.4706116943180871,0.1357925212303621,-58,1004.0328758491796,0
ANOMALY_COMBINED,1,13.352357485040576,2358.4743534096874,240368,-31894,6.071493979900902,38.93317853626442,4.079240026657957,-65,65.33260395300682,5
ANOMALY_BURST,1,16.72133074191233,1605.915255345643,259490,-12352,1.1922974187469801,18.24773170801061,2.594590148660004,-61,72.25448842329052,0
ANOMALY_HIGH_RATE,1,16.787122407332287,1932.3180080516158,252555,-12608,1.9687608219968578,13.140500773036496,1.8237515816842642,-69,54.38227350979646,0
NORMAL_VARIABLE,0,2.6117548839823326,251.71339378175753,266557,-571,0.6072574563886695,2.0546505928639327,0.26161827663351356,-58,477.9314390779761,0
ANOMALY_COMPUTE,1,0.6993328791169117,101.01757770875406,264960,14,8.06448189542481,24.20111018344019,4.004920680187522,-52,717.9675422379914,0
ANOMALY_BURST,1,15.89478206495196,1554.9058313603316,261038,-11075,1.323669670274887,16.22384670459923,2.820446960149981,-64,79.34759875878333,0
NORMAL_PERIODIC,0,0.8833274968613687,106.67694376705609,271504,-162,0.39450442832479554,1.3299009715277823,0.09967706811808988,-59,1073.4061841841876,0
NORMAL_PERIODIC,0,0.9369719774356213,122.58973550987825,265311,-236,0.3148550731636776,1.0617964382812568,0.11937567202703793,-57,1232.5750739221116,0
ANOMALY_BURST,1,15.79334955075967,1912.0136850977158,258926,-11921,1.2669767417422206,11.170187790225382,2.3887722028488256,-60,57.91435212199517,0
NORMAL_PERIODIC,0,1.041995293947973,106.39061029187117,272891,-194,0.3538288178111712,1.3306379923017646,0.12865816617126083,-57,881.4288316832032,0
NORMAL_IDLE,0,0.06162450803763155,8.825120061495644,269355,8,0.13153703525349067,0.5170594950953097,0.059803570657118214,-59,5138.475393899228,0
NORMAL_VARIABLE,0,2.1295638525930314,342.610497747698,266297,-528,0.469329866822953,2.386573867566952,0.23544336930470391,-59,460.83874372086586,0
ANOMALY_HIGH_RATE,1,13.32035163497429,2762.704928341292,253630,-13213,1.4453813128118695,13.606675208938757,1.4729835790941892,-59,55.11775280965058,0
NORMAL_PERIODIC,0,1.0407368255793061,103.48642734425006,265837,-157,0.34861556961501705,1.3226701255270723,0.12050973077034827,-57,1140.7425708963997,0
ANOMALY_MEMORY,1,0.581908008798682,73.42513634951678,232328,-31191,0.9032606739297944,5.552745384118411,0.3280164840945872,-52,1877.0596268619402,0
NORMAL_PERIODIC,0,1.0391010648735861,117.43414104616794,266656,-201,0.39104551567407775,1.2978480278269977,0.11332894202245009,-55,572.7186069054886,0
ANOMALY_CONNECTION_STRESS,1,9.883745022427545,487.5544317246425,249784,-21799,2.8300460492996042,29.249940759747915,3.18190841117944,-66,123.61274198166853,7
ANOMALY_COMPUTE,1,1.0818890944040909,89.2593484558624,268166,0,8.836429021403285,24.948782923037225,5.008980350187314,-63,802.4506493383113,0
NORMAL_IDLE,0,0.05230474640657457,11.21929317825844,271259,-8,0.14159728439704544,0.5560470203842446,0.05457777699075099,-55,5087.995537481586,0
NORMAL_IDLE,0,0.053725356147584245,9.792603548243223,271295,15,0.14648769937914996,0.4824397282288115,0.06184409611630544,-52,4647.894210548786,0
ANOMALY_COMBINED,1,15.903198615486295,2225.51113433628,240490,-26828,7.4082574634004414,39.90256830115999,6.906214885039094,-61,64.12031782249427,2
ANOMALY_MEMORY,1,0.5614529951104554,85.08667378932783,233068,-37832,0.7626592950438847,3.1102093408105493,0.350939056203692,-58,1876.256296433619,0
ANOMALY_CONNECTION_STRESS,1,7.122246056098572,695.2855676895491,251654,-15908,2.6103267879248113,24.920743972138013,3.930527943701824,-70,114.50114813399945,5
ANOMALY_MEMORY,1,0.5546797733751774,84.213985611525,235683,-36427,0.7026735356691433,3.3270819115449837,0.44256115086731906,-54,1958.4463266178325,0
ANOMALY_HIGH_RATE,1,16.78959709269045,2521.9732562918653,253011,-14111,2.0543390560128296,12.58627324406376,1.7002119071923731,-65,68.01938116526999,1
ANOMALY_MEMORY,1,0.5939849618576183,89.47903666617023,236939,-33280,0.6888561015831208,3.882580881311859,0.4636053843945199,-55,2150.927110587124,0
NORMAL_IDLE,0,0.050436565388345005,8.285544553254065,270715,5,0.16624576864762916,0.5790351539026177,0.03966747974032182,-57,5386.276450406494,0
ANOMALY_COMBINED,1,14.144728696953512,1825.7207519322214,241449,-27977,7.381096730687657,27.593508504132966,5.069282593729943,-68,63.333867071774684,4
NORMAL_PERIODIC,0,0.9741059050088771,144.9662707997441,269304,-263,0.4016789122404063,1.4484164437465412,0.10873987137282846,-56,1074.1045279424109,0
NORMAL_PERIODIC,0,0.9225932907673939,129.84551891726687,267075,-217,0.3391789756785976,1.2399840788940681,0.1113825248100574,-54,865.8089046670744,0
NORMAL_VARIABLE,0,2.3212048134224426,357.20371442539516,265553,-529,0.49902901970561336,2.386307581437147,0.27999782132282686,-64,378.8764367076211,0
ANOMALY_MEMORY,1,0.4872306314903071,76.81274527656674,234200,-35603,0.8211414617316509,3.9099298292477163,0.3241596299231582,-53,1415.188473403273,0
NORMAL_IDLE,0,0.058689466842555535,8.768976522472434,271926,4,0.16233090239991735,0.642259473699046,0.048159589129978475,-57,4332.864177780858,0
ANOMALY_CONNECTION_STRESS,1,6.877889214079302,597.0947450055477,253281,-17666,2.471717986871065,22.543291273527537,3.932688443475893,-67,70.50873314658779,9
ANOMALY_COMBINED,1,17.66541575965902,2325.72564202429,236539,-23984,9.373061344814891,32.220830656334435,4.519164304831516,-55,49.73359296578665,6
NORMAL_VARIABLE,0,2.503295239385964,267.80846914407664,266534,-472,0.46659547731784756,2.872015881076196,0.2434390091239222,-62,486.21441444100225,0
ANOMALY_CONNECTION_STRESS,1,10.574558204750277,557.3521616856424,251268,-17999,2.787651887648267,23.242812235049477,4.232731746541998,-62,117.37653914642475,12
ANOMALY_BURST,1,15.940967293029443,1526.2480928810148,258171,-13675,1.230646050680918,15.582564929619835,2.346962185314917,-63,76.8369305391484,0
ANOMALY_COMBINED,1,13.958528192915326,1929.5828372783867,241511,-31000,6.487670197964077,40.48721260668696,5.239973893358872,-68,57.89080497666034,5
ANOMALY_CONNECTION_STRESS,1,9.188419079655073,688.003399471758,247788,-14873,2.846587349315711,26.73084153467299,2.3162118599384396,-66,103.9890994597011,7
ANOMALY_HIGH_RATE,1,19.94997664211248,2634.16203331301,251993,-12622,1.6203490870834056,11.308851710485767,1.8675540556879575,-56,80.65682808704423,1
ANOMALY_HIGH_RATE,1,20.173845121253503,1772.2146780121568,255238,-18447,1.595913192884361,11.607535419243204,1.0875217049298271,-59,35.118422621368836,1
ANOMALY_HIGH_RATE,1,15.424843425945525,2505.0702343200055,256798,-10568,2.0029244837714564,11.193753936563429,1.4555253366261167,-62,50.316427280195846,1
ANOMALY_CONNECTION_STRESS,1,8.01827569328669,533.8319068713078,255312,-18658,2.500571984035876,32.495533672965706,4.524978680505034,-65,98.88517190703577,13
NORMAL_VARIABLE,0,2.198886429054386,272.852245853953,265093,-440,0.5477652604285256,2.5331525823594427,0.3054073780395723,-63,436.927986498619,0
NORMAL_IDLE,0,0.045150703368181055,8.377677994578407,273374,8,0.14988041038025074,0.610995810416752,0.05058026230735714,-57,6142.343057952243,0
ANOMALY_COMBINED,1,16.880191378941415,1707.8984346367074,239947,-40235,7.343012537533875,27.66709474965405,5.254383184351613,-68,57.23544901273042,4
NORMAL_IDLE,0,0.05249235508984694,8.87727019516517,273102,1,0.1676894577609574,0.5050638861057581,0.06545560943661491,-49,4813.276888640695,0
NORMAL_PERIODIC,0,0.8502468938891814,146.8989900507504,267572,-201,0.3736186822258311,0.9979100361187863,0.1268833754313129,-57,1073.8676896012223,0
ANOMALY_HIGH_RATE,1,20.390717121340064,2645.998437411985,254581,-12575,2.225497049031485,10.585225141257032,1.4271179571484809,-61,60.95289066729068,1
NORMAL_PERIODIC,0,1.1260965323483085,115.46961959739409,267107,-275,0.3341692788262823,0.7637017212067878,0.09148974917725698,-55,1117.8700237976248,0
ANOMALY_COMBINED,1,15.837108683921244,1934.8266139603013,241077,-27024,6.695116117893398,35.295815321341564,4.886635785032427,-63,53.77611227220864,5
