timestamp_ms,window_id,scenario,label,free_heap,min_free_heap,heap_delta,max_alloc_heap,loop_avg_ms,loop_max_ms,loop_jitter_ms,wifi_rssi,tx_count,rx_count,tx_bytes,rx_bytes,transaction_rate,byte_rate,avg_inter_arrival_ms,transaction_count,reconnect_count,socket_errors,socket_duration_ms
274178,54,NORMAL_VARIABLE,0,320992,320992,0,286708,4.9929,5.1230,0.0041,-127,7,7,2688,1344,2.7994,806.24,316.095,14,0,0,1.500
279181,55,NORMAL_VARIABLE,0,320992,320968,24,286708,4.9925,4.9950,0.0087,-127,6,6,1856,928,2.4000,556.80,403.331,12,0,0,1.500
284184,56,NORMAL_VARIABLE,0,320976,320968,-16,286708,0.0034,4.9460,0.0080,-127,100,100,25600,12800,40.0000,7680.00,24.775,200,0,0,1.500
289186,57,ANOMALY_HIGH_RATE,1,320976,320952,0,286708,0.0034,0.2090,0.0031,-127,100,100,25600,12800,40.0000,7680.00,24.761,200,0,0,1.500
294188,58,ANOMALY_HIGH_RATE,1,320976,320952,0,286708,0.0034,0.2090,0.0031,-127,100,100,25600,12800,40.0000,7680.00,24.751,200,0,0,1.500
299191,59,ANOMALY_HIGH_RATE,1,320976,320976,0,286708,0.0034,0.2090,0.0031,-127,100,100,25600,12800,40.0000,7680.00,24.750,200,0,0,1.500
304193,60,ANOMALY_HIGH_RATE,1,320976,320976,0,286708,0.0034,0.2090,0.0031,-127,100,100,25600,12800,40.0000,7680.00,24.750,200,0,0,1.500
309198,61,ANOMALY_HIGH_RATE,1,320976,320952,24,286708,4.9062,10.9930,0.7006,-127,9,9,1280,640,3.5986,383.85,139.227,18,0,0,1.500
314203,62,ANOMALY_BURST,1,320976,320976,0,286708,5.0046,10.9930,0.2685,-127,16,16,2048,1024,6.3962,614.03,78.317,32,0,0,1.500
319208,63,ANOMALY_BURST,1,320976,320976,0,286708,5.0047,11.1190,0.2713,-127,16,16,2048,1024,6.3962,614.03,78.320,32,0,0,1.500
324213,64,ANOMALY_BURST,1,320976,320976,0,286708,5.0044,10.9920,0.2646,-127,16,16,2048,1024,6.3974,614.15,78.311,32,0,0,1.500
329217,65,ANOMALY_BURST,1,320976,320952,0,286708,5.0038,10.9920,0.2516,-127,16,16,2048,1024,6.3974,614.15,78.292,32,0,0,1.500
334230,66,ANOMALY_BURST,1,320976,320976,0,286708,19.9535,19.9930,0.6165,-127,8,8,1024,512,3.1930,306.53,0.321,16,0,0,1.500
339233,67,ANOMALY_COMPUTE,1,320976,320952,0,286708,19.9927,19.9930,0.0015,-127,0,0,0,0,0.0000,0.00,5000.000,0,0,0,0.000
344236,68,ANOMALY_COMPUTE,1,320976,320976,0,286708,19.9924,19.9940,0.0075,-127,0,0,0,0,0.0000,0.00,5000.000,0,0,0,0.000
349239,69,ANOMALY_COMPUTE,1,320976,320976,0,286708,19.9933,20.1860,0.0122,-127,0,0,0,0,0.0000,0.00,5000.000,0,0,0,0.000
354242,70,ANOMALY_COMPUTE,1,320976,320976,0,286708,19.9923,19.9940,0.0091,-127,0,0,0,0,0.0000,0.00,5000.000,0,0,0,0.000
359266,71,ANOMALY_COMPUTE,1,320976,320952,0,286708,49.7048,50.8700,2.9837,-127,0,0,0,0,0.0000,0.00,5000.000,0,0,0,0.000
364269,72,ANOMALY_MEMORY,1,320976,320952,0,286708,49.9930,50.0330,0.0041,-127,0,0,0,0,0.0000,0.00,5000.000,0,0,0,0.000
369272,73,ANOMALY_MEMORY,1,320976,320976,0,286708,49.9925,49.9940,0.0027,-127,0,0,0,0,0.0000,0.00,5000.000,0,0,0,0.000
374275,74,ANOMALY_MEMORY,1,320976,320952,24,286708,49.9922,49.9940,0.0060,-127,0,0,0,0,0.0000,0.00,5000.000,0,0,0,0.000
379278,75,ANOMALY_MEMORY,1,320976,320976,0,286708,49.9917,49.9940,0.0114,-127,0,0,0,0,0.0000,0.00,5000.000,0,0,0,0.000
384280,76,ANOMALY_MEMORY,1,320976,320976,0,286708,12.1261,50.0920,1.8764,-127,59,59,15104,7552,23.6000,4531.20,41.857,118,0,0,1.500
389292,77,ANOMALY_COMBINED,1,320976,320976,0,286708,12.0339,12.2100,0.0719,-127,60,60,15360,7680,23.9569,4599.72,41.643,120,0,0,1.500
394304,78,ANOMALY_COMBINED,1,320976,320952,0,286708,12.0334,12.2090,0.0713,-127,59,59,15104,7552,23.5576,4523.06,42.042,118,0,0,1.500
399316,79,ANOMALY_COMBINED,1,320976,320976,0,286708,12.0333,12.2090,0.0713,-127,59,59,15104,7552,23.5576,4523.06,41.736,118,0,0,1.500
404329,80,ANOMALY_COMBINED,1,320976,320976,0,286708,12.0338,12.2160,0.0719,-127,60,60,15360,7680,23.9521,4598.80,41.443,120,0,0,1.500
